"index,Sentiment,Tweet"
"727,positive,ramai banget malam tunggu topik seru nambah wawas"
"728,positive,kado indah malam matanajwametrotv"
"729,positive,tjokro rumah teladan senioritas hidup bukan kerdil"
"730,positive,semangat bp bambang woidjojayanto"
"731,positive,ajar gusdur matanajwametrotv"
"732,positive,sus dahlan faisal basri inspiratif"
"733,positive,metropolitan televisi keren malam malam minggu rugi tidak"
"734,positive,merdeka hak bangsa"
"735,positive,seru malam"
"736,positive,salut"
"737,positive,super salut"
"738,positive,matanajwametrotv wibawa tidak kuasa sederhana kagum"
"739,positive,salut bangga bj habibie sekian kali"
"740,positive,obrol santai tarik abraham slamet jokowi anis baswedan ganjar"
"741,positive,anis baswedan jokowi ganjar pranowo abraham samad inspirasi indonesia keren"
"742,positive,pimpin"
"743,positive,rendah sederhana jokowi patut tiru"
"744,positive,seru dahlan iskan ketua dewan wakil rakyat"
"745,positive,desa bebas rokok sangat inspirasi nyata"
"746,positive,inspirasi cinta bjh hab"
"747,positive,inspirasi"
"748,positive,narasumber"
"749,positive,cie job"
"750,negative,radikalisme langsung berita seram"
"751,negative,acara sampah keruh suasana ajar pilih ilc"
"752,negative,aneh acara metrotv ajar islam umat islam islamis gila tokoh islam manggut2"
"753,negative,ilc dingin provokasi metropolitan televisi televisi sampah tidak bosan2 pojok islam metropolitan televisi usak pancasila"
"754,negative,lapor metropolitan televisi kah kpi metropolitan stres kalah ilc"
"755,negative,kecewa malam tidak mutu narasi bukti tidak erti bodoh"
"756,negative,acara host suka bicara selesai tidak sopan"
"757,negative,emosi sakit hati televisi ganti chanel masakan"
"758,negative,isis mimin bom kp melayu maaf isis organisasi organisasi mimin"
"759,negative,foto integritas tidak rusak reputasi"
"760,negative,gara2 bantai teman anggota dewan wakil rakyat langsung benci metropolitan televisi"
"761,negative,muak lihat sombong fz acara live"
"762,negative,males lihat biarpun nomor dunia tidak mau bawa acara dicontreng"
"763,negative,masuk gaul tidak diapaapain ngadu2"
"764,negative,bilang metropolitan televisi kah anis fitnah"
"765,negative,majelis ulama indonesia tidak fatwa haram korupsi undang petinggi majelis ulama indonesia"
"766,negative,bravo debat pilih gubernur kali garingkalah matanajwa gali"
"767,negative,kasihan pas debat metrotv basuki menang tidak bayang kemarin debat"
"768,negative,acara kasihan anies bulan2an media sosial hujat"
"769,negative,nyetel metropolitan televisi debat kemarin kesel rumah coba cek tidak rumah webnya"
"770,negative,sandi muncul cawagub metropolitan televisi acara sandi bohong"
"771,negative,saksi kejut dukung anies tipu acara tipu"
"772,negative,kandang metropolitan televisi sampah sera anies pilih"
"773,negative,boikot metrotv ngintip"
"774,negative,malas lihat anies bawa sial lihat"
"775,negative,lihat anies bicara ngantuk"
"776,negative,tuduh jelek lawan fon lawan"
"777,negative,lihat males diskusi tidak imbang salah jual mimpi"
"778,negative,kayak adu domba cagub putar pilih"
"779,negative,tidak penjara saksi palsu"
"780,negative,anis anis rekam simpan loh metrotv tidak malu iya nelen ludah sendri"
"781,negative,bagus sistem jalan tidak sistem tidak"
"782,negative,ridwan bae kotor tampang ngeselin ayo mbk nana bully bae"
"783,negative,miris lihat atur skor sepakbola indonesia"
"784,negative,pemuda perang lawan jajah pemuda lawan buruk tidak kunjung ubah"
"785,negative,pasrah tertawa kotor"
"786,negative,bilang kita2 tidak kerjan iya"
"787,negative,pssi lacur tidak hati nurani malu"
"788,negative,jembatan comal akibatya padat rayap"
"789,negative,tegak langgar hukum tidak bayar seragam tegak hukum rimba"
"790,negative,wapresnya diketawain melulu bajusama staff hotel celana robek"
"791,negative,rt pimpin mendongrak bukan kokoh materi"
"792,negative,tidak tonton masuk laku ubah matanajwametrotv"
"793,negative,lembaga negara indonesia bobrok"
"794,negative,tolol bilang duga mencak2 banget sangka"
"795,negative,banget deh kesel orang2 debat pakai emosi"
"796,negative,miskin miskin sekolah laku pungut liar"
"797,negative,tidak emosi cepat tua lihat tiba2 emosi bicara"
"798,negative,tampil kaya preman tau bkin kisruh usak"
"799,negative,tidak berbelitbelit muter-muter tidak buang2 tidak mutu"
"800,positive,user mention produk bangsa"
"801,positive,sakti alhamdulillah"
"802,negative,selamat pagi bantu kamar sinyal 4g hilang panggil darurat url"
"803,negative,dear akhir2 jaring data lemah otak banget"
"804,negative,selamat malam dusta"
"805,negative,tembak paket product ganggu iya"
"806,positive,pakai paket product off ganti paket product gratis youtube senang banget"
"807,negative,rt user mention tidak kamus perhapean url"
"808,negative,keluh tidak tanggap emosi pulsa curi soak deh pulsa"
"809,negative,iklan pesan sembunyi url"
"810,negative,mampus puasa subuh2 mau sahur cek pulsa sedot sisa ribut tolong baca"
"811,negative,user mention coba pakai parah koneksi"
"812,negative,tuju user mention silah boikot langgan dukung url"
"813,negative,bela bain daftarin kartu 4g tunggu jam siang2 puasa rumah sinyal 4gnya tidak kota"
"814,negative,data hilang"
"815,negative,tidak sesuai iklan"
"816,positive,kangen kirim pos marchandes langsung pos"
"817,negative,150mbps kecepatanya 3kbps kuota full tidak buka google nguras uang baterai url"
"818,negative,kuota koneksi internetnya lambat banget product url"
"819,negative,ampun sinyal 4g lemah otak siput acara live streaming ganggu mundur"
"820,negative,jaring nabire bagus berita isu bohong"
"821,negative,jelek jaring takalar"
"822,positive,stabil url"
"823,positive,sangat cocok komunikasi rekan bisnis kerja sekolah kampus hubung jarak"
"824,negative,kualitas ganggu trouble mahal berhari2 url"
"825,negative,product sinyal kotor"
"826,negative,jaring internet sumba timur parah"
"827,negative,ajaib kuota hilang usage bukti tidak batas url"
"828,negative,pakai aktif bayar layan muas"
"829,negative,cepat banget data habis url"
"830,negative,user mention tidak tolol nama tidak urus chat app"
"831,negative,arti tinggal url"
"832,positive,hore sinyal 4g sambu"
"833,positive,alhamdulilah kunjung vendor mitra kah url"
"834,negative,lambat product jaring lemah otak"
"835,negative,tega pesan suka lambat"
"836,negative,jaring 4g cepat 2g"
"837,negative,paket extra combo lemah otak iya"
"838,negative,buka facebook tidak"
"839,negative,rugi isi kuota jaring busuk banget rugi"
"840,negative,solidaritas asa solidaritas bicara"
"841,positive,1berbagi kuota berkah user mention"
"842,positive,berkah 1video tunggu buka puasa anak video sahur video pakai baju koko user mention"
"843,negative,koneksi kota minggu lemah otak parah ganggu kah namecare"
"844,positive,pakai greget network and speed tidak hemat anak tidak uang"
"845,positive,kartu mahal bagus"
"846,positive,berkah"
"847,negative,isi kuota menit langsung habis kacau url"
"848,negative,sinyal jelek banget sih"
"849,negative,gera masif pki antek2nya iklan mari hancur pki"
"850,positive,alhamdulillah tari tabuhan gendang selamat isya tarawih"
"851,negative,ganti pulsa komplain php"
"852,negative,sinyal"
"853,negative,musuh ulama url"
"854,negative,rt user mention tidak pakai"
"855,negative,tidak benci laku user mention dukung coba lihat iklan gambar palu arit"
"856,negative,rt user mention user mention ht noh pakai thu"
"857,negative,tidak sih kuota 4g gabung 3g sayang tidak pakai mubazir mubazir temennya setan lho"
"858,positive,rezeki pejet2 moga kah samsung j5product medan indonesia url"
"859,positive,asik kencang url"
"860,negative,beli paket 4g jaring internetnya edge"
"861,negative,4g lemah otak"
"862,negative,nelepon kah pulsa menit bangsatprovider nameurl"
"863,negative,signal 4g bekas tidak internetan subuh"
"864,negative,tarif internet super kuota negara internet murah mahal"
"865,negative,jaring tidak sinyal wilayah sindangkasih ciamis"
"866,positive,terimakasih menang pointastic deal url"
"867,negative,bukan nomer buang"
"868,negative,zalim bukan iya url"
"869,positive,mantap url"
"870,negative,sinyal jelek komplain tidak direspon url"
"871,negative,alhamdulillah kartu telpon kartu internetan tidak pakai"
"872,negative,bentuk tekan masyarakat usaha publik kelas berhatihati kah url"
"873,negative,user mention user mention alhamdulillah tidak pakai"
"874,positive,mimpi pakai tidak mimpi setia mahal"
"875,positive,aksi tidak pakai bagus maaf bukan iklan nyata"
"876,positive,url"
"877,positive,rt user mention teman url"
"878,negative,jelek banget sinyal"
"879,positive,kah sydney program gratis mahasiswa ajar libur hacker intropeksi"
"880,negative,internet mahal turun harga paket"
"881,positive,pakai pakai namelemot namemahal bareng kualitas"
"882,negative,webnya bajak iya cie bajak moga habis paket2 spam2 promo2nya subur"
"883,positive,cs fast response keluh konsumen beda operator belah"
"884,positive,prinsip murah sinyal alhamdulillah kencang kota"
"885,positive,"
"886,positive,kah paket"
"887,positive,mantap sumedang"
"888,negative,kesini mahal jaring 4g lambat pesan masuk penuh isi pesan promo nyedot pulsa"
"889,negative,tolong kensinya benerin wilayah keramat jati lemah otak product"
"890,negative,sinyal kuat internetku lemah otak parah 3g tidak"
"891,negative,aman tingkat rugi langgan url"
"892,negative,harga jual rupiah kilobyte internet juara mahal sih tsel vs"
"893,negative,jaring 4g sembung bangunjiwo kasihan bantul 3minggu sangat tidak stabil kuota buang"
"894,negative,customer 4g sembung bangunjiwo jogja tidak stabil"
"895,negative,sinyal ping game gede sinyal kotor"
"896,positive,"
"897,negative,malas banget 12gb 6gb harga mahal jaring free youtubenya tidak pakai jam hadeh"
"898,positive,gratis senang product product url"
"899,positive,pindah kali iya internetan lemah otak dengar teman bagus"
"900,negative,tolong laku reset nomor jaring lemah makan open page web"
"901,positive,keki"
"902,positive,cepat internet ciwidey gin mantap user mention url"
"903,negative,jaring 4g cimahi yah lambat kota bandung lancar jaya"
"904,negative,parah 3g"
"905,negative,koneksi 4g gprs"
"906,negative,akses data camat cisewu kabupaten garut 4g"
"907,negative,name4glte url tidak tanggap"
"908,negative,tidak rekomendasi coba paket minggu tes pakai twitter 30menit pulsa langsung unreg"
"909,positive,gratis dibayarin poin namepoin"
"910,positive,pakai alhamdulillah manfaat sinyal"
"911,positive,terimakasih url"
"912,positive,mantap sms tarif"
"913,positive,alhamdulillah beres pakai tunggu konfirmasi tidak url"
"914,positive,terimakasih menang product product"
"915,positive,asik kencang"
"916,positive,terimakasih iya gratis 4gnya ayo buru upgrade product"
"917,positive,upload video 1gb menit mantab cepat"
"918,positive,bonus kuota 2gb menit nelpon kah operator product url"
"919,positive,kuota aman kota mamuju url"
"920,positive,hemat"
"921,positive,pakai paket product hemat url"
"922,positive,buang sayang setia lagipula nomernya bagus url"
"923,positive,segitu ping ribut lumayan bukber"
"924,positive,nulis hashtag namelemot hidup sih ungar pakai lancar2"
"925,positive,pakai ribut 9giga namedihack namemahal"
"926,positive,pindah kah"
"927,positive,pakai product jangkau pakai tidak mahal"
"928,positive,mau telpon selagi gratis"
"929,positive,tumben murah hati jangan2 langgan diginikan"
"930,positive,canggih nambah nambah kuota product url"
"931,positive,penuh bonus"
"932,positive,sinyal hebat puncak halimun on mantap"
"933,positive,nelpon kouta 1gb"
"934,positive,betah"
"935,positive,lumayan murah riah"
"936,positive,wow hadiah fantastis product product simpel url"
"937,positive,modal isi pulsa 10ribu 2gb gratis tumben moga promonya murah murah"
"938,positive,ajaib admin kartu isi pulsa terimakasih iya"
"939,positive,mantap deh isi pulsa 25ribu bonus paket data 3gb terimakasih layan"
"940,positive,terimakasih paket data aktif normal terimakasih puas layan"
"941,positive,usaha lupa konsumen hapus pesan baca salah terima kasih"
"942,positive,terima kasih"
"943,positive,horeprovider sinyalthanks"
"944,positive,alhamdulillah tunggu subuh lihat lantun adhan styles mekah madinah paket internet bagus"
"945,positive,lihat youtube kuota keren"
"946,positive,jaring 4g super cepat smartphone koneksi pantau aktivitas sosial media"
"947,positive,media sosial bijak fasilitas oke kayak facebook gratis 30mb free youtubeyondergenflix"
"948,positive,pagi segar lari2 nikmatin internet nelpon super murah suara jernih pakai"
"949,positive,buka puasa streaming youtube lancar banget pakai setia"
"950,positive,jaring 4g sangat luas teman nelpon kah operator gratis suara jernih banget"
"951,positive,koneksi internet lancar sangat bantu selesai pekerjaaan jumat weekend"
"952,negative,ayo penuh viralkan keras nomor nomer cantik th2007 langsung buangjgn main2 umat islam brsatu"
"953,negative,ayo buang kartu url"
"954,negative,pakai insya allah paket kuota habis ganti operator"
"955,negative,ceo tanggung counter perdana hp henti jual perdana"
"956,negative,biar ajar tidak pakai produk"
"957,negative,boikot iya nyedot pulsa tidak dipake sms bayar bonus maksa"
"958,positive,lumayan jaring 4glte area tarogong muas url"
"959,negative,uji cepat product ku 3g jelek"
"960,negative,tolong urus tidak mau bayar data tidak data"
"961,positive,gratis dibayarin poin namepoin"
"962,positive,terima kasih iya gratis 4gnya ayo buru upgrade product mu"
"963,positive,makan malam gratis hasil tuker poin url"
"964,negative,mohon up jaring 4g wilayah morowali sangat buruk"
"965,negative,jaring waru arae site wkp tidak telpon mohon cek team"
"966,negative,kualitas layan buruk laku lapor tidak tindak"
"967,negative,tolong jaring muara kam bbm tidak ngaksesmenyambungkan melulu minggu"
"968,negative,uji cepat nyata 3g jelek"
"969,negative,tolong urus tidak mau bayar data tidak data"
"970,positive,lumayan jaring 4glte area tarogong muas url"
"972,positive,makan malam gratis hasil tukar poin url"
"973,negative,ayo viralkan keras nomor nomer cantik buang main2 umat islam brsatu"
"974,negative,ayo buang kartu"
"975,negative,pakai insya allah paket kuota habis ganti operator"
"976,negative,boikot iya sedot pulsa tidak dipake sms bayar bonus maksa"
"977,positive,buka puasa streaming youtube lancar banget pakai setia"
"978,positive,koneksi internet lancar sangat bantu selesai pekerjaaan jumat weekend"
"979,negative,sinyal php"
"980,negative,koneksi internet sangat jengkel"
"981,positive,nelpon murah pakai js rp1detik product product"
"982,positive,terima kasih pt kirim gratis homenya"
"983,positive,kualitas sinyal 4g lengkap riah festival"
"984,positive,pindah kah bukti"
"985,negative,sinyal palsu edge"
"986,negative,langgan area rugi jaring telpon rusak tidak"
"987,negative,hatihati tukang tipu"
"988,negative,sedih pakai 4g tidak stabil"
"989,negative,jarigan lambat ganggu rusak iya"
"990,negative,jagakarsa pakai sinyal jelek tidak 4g 4g tidak sinyal"
"991,negative,cacat"
"992,positive,url"
"993,positive,bagiberkah tidak susah sentuh mudah faedah"
"994,negative,tumbang kota semarang"
"995,negative,kuota internetan tidak namecare"
"996,negative,lemah otak"
"997,positive,berbagiberkah senang sayang"
"998,positive,santai pakai name4g namebagiberkah andal"
"999,positive,setia memggunakan"
"1000,positive,selang maju layan jaring 3g 4g"
"1001,positive,ayo pakai rp1 gratis 1gb"
"1002,positive,lebaran pakai iya gratis 1gb"
"1003,positive,sinyal 4g dipalembang lancar"
"1004,positive,keren rembang sinyal 4g"
"1005,positive,sinyal kuat banget"
"1006,positive,4g banget"
"1007,positive,berkat mudik nyamanmampir kah posko senang"
"1008,positive,terimakasih"
"1009,positive,untung pakai"
"1010,positive,alhamdulillah"
"1011,positive,murah bonus"
"1012,negative,rt user mention kuota habis mau ganti"
"1013,negative,jancok sinyal payah"
"1014,negative,tidak pakai"
"1015,negative,rt user mention maaf nyata boikot url"
"1016,negative,kuota malam habis duluan logika url"
"1017,negative,rt user mention jaring 4g penuh tidak mau konek kah internet"
"1018,positive,sinyal 4g stabil mantap url"
"1019,negative,fungsi data lokal 4g flash mau 4g 3g pakai duluan data lokal mahal"
"1020,positive,hore makan malam gratis poin url"
"1021,negative,wajar dihack harga mahal banget koneksi lambat namemahal"
"1022,positive,ganti paket 5gb langsung lancar"
"1023,negative,user mention"
"1024,positive,alhamdulillah gratis youtube ramadhan faedah"
"1025,negative,sinyal hilang melulu"
"1026,negative,data tidak manfaat url"
"1027,negative,bodoh banget sih"
"1028,negative,settingan 3g kuota 3g tidak pakai uras pulsa iya"
"1029,negative,mahal sinyal jelek bangsat anjing"
"1030,negative,jelek jaring internet"
"1031,negative,area pandeglang kota jaring buruk jelek langsung namecare namepayah dihack"
"1032,negative,benar2 kacau isi kuota data langsung habis"
"1033,positive,ayo"
"1034,positive,ngopi nyantai dengar musik klasik youtube gratis jaring keren"
"1035,positive,fitur kartu perdana 5g nameyoutube1tahun jabo user mention"
"1036,positive,minggu masuk kerja tidak dikerjain ujung cari lapak rebah dengar musik youtube top deh"
"1037,positive,enak belanja online sinyal kuat kencang pakai"
"1038,positive,mantap paket product mupeng product namenya"
"1039,positive,bonus thr bonus hati senang"
"1040,positive,pagi sahur purwakarta sinyal bagus banget"
"1041,positive,astaga sore asyik main hape sinyal lancar hebat"
"1042,positive,kadang cari referensi youtube rupa gudang informasi keren youtube an kuota streaming lancar"
"1043,positive,ajar edit video youtube enak cepat paham jaring lancar kencang"
"1044,positive,tethering pakai kartu sinyal kencang badai browsing cari bahan artikel jamin lancar"
"1045,negative,tidak pakai produk boikot"
"1046,negative,ayo pakai kartu buang kah got iya"
"1047,negative,namesaatnya hijrah kah selamat tinggal"
"1048,positive,alhamdulillah kuota murah"
"1049,negative,tarif mahal jaring susah kesal banget"
"1050,negative,pulsa tm mau nelpon kah simpati pulsa tidak sial"
"1051,positive,tibatiba sinyal 4g rumah tidak lancar"
"1052,negative,harap bagus kerja onlineternyata internetnya tidak simpat nama url"
"1054,negative,kualitas jaring sangat turun wilayah sukabumi"
"1055,negative,nyata tidak keluh sinyal layan jaring internet"
"1056,negative,malam jaring super lambat tidak kualitas"
"1057,negative,sinyal sangat sedih"
"1058,negative,bangsat dibiarin"
"1059,negative,bangsat gemas aduh"
"1060,negative,signal mentari prihatin pikir ganti kartu kecewa"
"1061,negative,ganggu kramat jati sumpah lambat banget 4g"
"1062,negative,super lambat 4g cepat kbs ganggu sih"
"1063,negative,kotor"
"1064,negative,iya allah hujan sinyal kaya lagu kotak pelan pelan"
"1065,negative,kelar"
"1066,negative,hooq sangat tidak manfaat beli kuota tonton youtube tidak hooq product"
"1067,negative,trouble melulu"
"1068,negative,sisa kuota bilang habis"
"1069,negative,jaring simpati anjing banget akhir2"
"1070,negative,kotor"
"1071,positive,untung pakai rumah alhamdulillah urus beres"
"1072,negative,jaring flash aceh singkil tidak stabil"
"1073,negative,tarif mahal sinyal parah"
"1074,negative,minggu digangguin bunyi sms promo url"
"1075,negative,oh jariangan"
"1076,negative,jam malam kah hancur koneksi"
"1077,negative,sedih beli paket internet"
"1078,positive,hobi ngecek product kali promo kuota internet penguna setia nyata alhamdulillah rezeki anak"
"1079,negative,dihack mahal"
"1080,negative,jaring lambat"
"1081,negative,ganggu iya"
"1082,negative,hancur jaring"
"1083,negative,isi pulsa pakai hilang mohon"
"1084,negative,sebal"
"1085,negative,4g lte"
"1086,negative,parah buang2 kuota payah"
"1087,positive,koneksi lancar pakai"
"1088,positive,pakai sinyal lancar yess"
"1089,positive,datadata kerja cepat cari internetnya pakai"
"1090,positive,juara youtube kuota full xd"
"1091,positive,nikmat tonton youtube gratis"
"1092,positive,upload file sangat mudah jaring internetnya sangat cepat alhamdulillah"
"1093,positive,untung pakai kerja lancar"
"1094,positive,siang nyoba bonus telpon pakai kartu aman lancar jaya suara cuaca hujan"
"1095,positive,pantesan lancar iya sinyal 4g lancar lombok timur"
"1096,positive,alhamdulillah lancar pakai"
"1097,positive,untung pakai internet lancar ide"
"1098,positive,ramai lokasi wisata jaya"
"1099,negative,sinyal amsyong stadion gajayana"
"1100,negative,jelek ernest tidak mutu banget actingnya sampah"
"1101,negative,king arthur jelek cerita king arthur"
"1102,negative,gwa kasar"
"1103,negative,ane tidak suka fast and furiousmenurutku jelek iya"
"1104,negative,tidak bilang perang perang perang rp yaoi ambigu"
"1105,negative,tolong editingnya bagus iya kecewa indonesia tunggu"
"1106,negative,kecewa salah aktor nyata dukung nista agama ah sabar tidak tonton"
"1107,negative,kecewa parah the teman dear maaf to sayang this"
"1108,negative,kecewa habis"
"1109,negative,memgecewakan hidup yah berekspektasi suka banget mesir kuno"
"1110,negative,jelek tidak isi"
"1111,negative,indonesia bioskop kartini critical eleven gambar kartini ale anya lemah"
"1112,negative,miris nyata jaman jaman bangsa bodoh serakah gila kawin ironis"
"1113,negative,by the way danur jelek banget gausah tonton hans bayang tertawa"
"1114,negative,kartini singkat tonton baca biografi kartini bingung baca bukuny"
"1115,negative,habis the teman kecewa banding anjlok iya"
"1116,negative,alien kecewa iya ragu"
"1117,negative,satusatunya rugi action aktor lihat jelek"
"1118,negative,bilang baguskelompoknya kasih harga dia2 nyata jelek"
"1119,negative,hidup singkat dihabisken tonton jelek"
"1120,negative,king arthur tidak jelek tidak bagus cenderung mudah lupa"
"1121,negative,jelek ah jelek dimension tidak rilis akting nyata tidak"
"1122,negative,aduh ribet banget"
"1123,negative,durasi alur datar selesai sih"
"1124,negative,adegan potong rusak"
"1125,negative,selesai goal nyata turun kualitas drastis parah"
"1126,negative,beda buku kecewa teman ngajak black bulter"
"1127,negative,tidak mau kecewa"
"1128,negative,kecewa berat power rangers ekspektasi banget"
"1129,negative,bahas angkat novel puas"
"1130,negative,sebenernya tidak salah akting prilly danur oke oke greget cerita sih kuat"
"1131,negative,habis balap2 mobil itutertidur menit lelah bosan"
"1132,negative,the mummy asa aneh"
"1133,negative,lihat aneh besut marvel tidak postcredit scene nyakaya habis tonton"
"1134,negative,norak"
"1135,negative,critical eleven rusak image ale anya"
"1136,negative,suka filmfilm romantis endingnya"
"1137,negative,novel angkat sesungguhny campur tangan produser sok embel2 jual"
"1138,negative,tidak respect laku dian sastro hambar tidak mutu"
"1139,negative,sebnarnya lumyan bgussayangnya aktor aktris rusia trsa hambar"
"1140,negative,nol tidak perempuan seksi bumbu cinta hambar"
"1141,negative,insidious creepy tegang asa datar pengaruh"
"1142,negative,homo rumit"
"1143,negative,sayang banget lokal bagus budgetnya layar tonton batas banget sayang banget"
"1144,negative,derita"
"1145,negative,the mummy bilang bagus bioskop sesal"
"1146,negative,malam pagi ane download malam langsung ane smpai begadang hasil ane kecewa"
"1147,negative,takut kecewa danur takut tidak sesuai ekspetasi buku mikir serius"
"1148,negative,alien covenant mall kaya baja parah skip mati mati jelek parah bagus jelek"
"1149,negative,jarang banget indonesiakrn kecewa tidak totalitas"
"1150,negative,ragu mau kecewa adaptasi novel"
"1151,negative,tidak mau berekspektasi sih buah angkat buku kecewa"
"1152,negative,iya tidur kecewa bukan diharepin hufy"
"1153,negative,ane kecewa nungguin"
"1154,negative,kakak kecewa"
"1155,negative,jenuh hambar"
"1156,negative,sesal dada"
"1157,negative,netizen batal kartini garagara laku"
"1158,negative,jelek tidak isi"
"1159,negative,aneh ajaa"
"1160,negative,aneh conan kali tidak spektakuler openingnya hancurin gedung sih"
"1161,negative,emosional benerbener nyedot emosi"
"1162,negative,busuk artis bodoh rusak bhineka"
"1163,negative,kecewa plot cerita the teman critanya lompat tidak proses visual kta erti amira suka alf"
"1164,negative,jijik banget pas kelinci gede nightmare parah"
"1165,negative,bnyak bilang mummy jelek pdahl"
"1166,negative,bilang jelek daur ulang gagal imdb ratattote ratingnya anjlok suka"
"1167,negative,naruto bodoh kah tertawa"
"1168,negative,ekspektasinya kuat narasi motivasi kalimat inspiratifnya hehehe"
"1169,negative,hambar"
"1170,negative,the mummy tidak sesuai harap weird bukan tipe abang tom"
"1171,negative,yah kirain tertawa tonton kecewaa"
"1172,negative,mau bilang jelek iya bilang teman filmya bagus tidak bkin tmen maju sih"
"1173,negative,habis king arthur teman sen loh jelek percaya sen unsur"
"1174,negative,kadang gampang nilai jelek ketimbang nilai bagus mbuh"
"1175,negative,bgni jijk"
"1176,negative,kartini menang main kelas nama ceritany riset"
"1177,negative,ajar sejarah konflik tampil kartini kaya penuh ekspektasi"
"1178,negative,sensor tidak hambar"
"1179,negative,moga tidak busuk kaya"
"1180,negative,flm arah tuju tidak nyesel download sabar uji tonton hangout"
"1181,negative,asa hambarr"
"1182,negative,erti the mummy"
"1183,negative,kecewa deh pkoknya tidak jam tayang ngertiin cut tidak dingertiin"
"1184,negative,novel favorit hasil kecewa parah teaser team cewek serius"
"1185,negative,inti kmren kecewa banget krna mmbiarkan anak nnton dewasa jam tayang malam wib"
"1186,negative,aduh jijk parah"
"1187,negative,kecewa parah nnton the teman ksini radit bkin gapernah lucu tidak jalan cerita gadapet"
"1188,negative,kecewa danur ekspektasi"
"1189,negative,hancur banget jelekk"
"1190,negative,flm jelekk bingittsss"
"1191,negative,hangout sih tidak kecewaa"
"1192,negative,nyata ending kamar jelekk"
"1193,negative,ngehek seriesnya ngehek tidak"
"1194,negative,suka cewe2 terllu buka tampil tonton anak"
"1195,negative,buried budget murah tingkat depresi"
"1196,negative,mikir isi anak nyesel"
"1197,negative,gila britney ever after jelek banget parah nyesel tidak habis"
"1198,negative,danur tidak novel harap rem nyata boring maaf kakak perempuan novel bagus"
"1199,negative,tidak setan indonesia thur kecewa murah ngandelin sex"
"1200,positive,keren abang flm sahabat cinta kentel banget tokoh main pas keren abang"
"1201,positive,habis kong skull island lumayan greget deh layak bareng"
"1202,positive,bravo main bagus sudut pandang cerita tarik tonton perempuan lelaki"
"1203,positive,habis bagussss banget haruuuu"
"1204,positive,bangga suka kandung bnyak makna sperti"
"1205,positive,dramatis laris"
"1206,positive,kartini lambat nontonnya bagus bangetkalian sukses mendeliver cerita pesan bagus job teman"
"1207,positive,menang kartini"
"1208,positive,pokok kartini asli keren bioskop iya susah loh"
"1209,positive,divergent seru ah selesai sih"
"1210,positive,get out cepetan fast furious"
"1211,positive,suka video trailer the teman bioskop april"
"1212,positive,nangis2nya selera kagum"
"1213,positive,thank mas tim danur keren bangetbuat teman sila tonton rekomended"
"1214,positive,horor indonesia laris tonton tayang maret"
"1215,positive,indonesia favorite iya baca buku tidak kecewa sama2 bagus"
"1216,positive,coba deh asik parah"
"1217,positive,get out bener bener tidak ekspektasi apa2 tarik jordan peele puas keren parah sakit jiwa"
"1218,positive,cari comedy recomended lucu parah asli"
"1219,positive,cek tread tidak kenal nyata asik tonton nemu bagus"
"1220,positive,bagus banget bioskop judul ziarah indonesia patut apresiasi"
"1221,positive,critical eleven bagus cerita main gambar bagus puas banget nontonnya"
"1222,positive,ziarah sangat layak tonton peluk sutradara sukses arah mbah sri peran umur"
"1223,positive,tunggu"
"1224,positive,indonesia tunggu banget tonton lihat langsung gagal moveon pgn nnton lagiii"
"1225,positive,bangga berkali2 lipat perdana ledak pasar catat laris"
"1226,positive,mbah cucu barusan night bus gila keren iya tinggal dikit layar bandung mbah kasi"
"1227,positive,indonesia tonton putar bioskop mei catat hape tonton"
"1228,positive,kagum banget the teman raditya kawan kocak banget"
"1229,positive,papa mama masuk critical indonesiamereka bilang bagus terimakasi"
"1230,positive,sumpah danur bagus banget nihh nyata benerseru ngageting"
"1231,positive,the teman pilih action seru cocok nemenin pas long weekend"
"1232,positive,the teman tertawa habis sedih paket komplit hehehehe sukses"
"1233,positive,sumpah bagus bngt berkalikali gapernah bosen the teman sangat inspirasi tnx abang"
"1234,positive,kartini banget sih korea judul obsessed huehe"
"1235,positive,menang gara-gara kartini epic banget"
"1236,positive,ziarah muat lap hidup cinta sejarah misteri simak"
"1237,positive,kartini tonton umur hibur didik inspirasi"
"1238,positive,sejarah jarang negara baca sejarah enggan tidak tonton kartini"
"1239,positive,kerja asa sangat sungguh2 main produksi selamat iya mas"
"1240,positive,lapor mbah keren worth to watch syukur2 instrospeksi habis"
"1241,positive,terima kasih for today bagus banget feel lucu ketawa amazing poko"
"1242,positive,ziarah sangat keren bangga layak oscar"
"1243,positive,barusan banget kelar lokal tonton hasil menang speechless lihat akting"
"1244,positive,bahagia temu keren"
"1245,positive,kartini bagus bangettt wajib tonton"
"1246,positive,minggu mau review neng sih horror indonesia bagus"
"1247,positive,inspirasi juang junjung nilai bukan dominasi kuasa kaku budaya"
"1248,positive,mau horror danur rujuk ringan takut"
"1249,positive,moral petik wonder woman salah jaga aurat cowok hidung belang"
"1250,positive,horor indonesia tiket"
"1251,positive,trust me tipe nyaman nikmat tidak mau baca sanasini iya beda"
"1252,positive,berbudget minim hasil sungguh tidak duga jenius smp mkir brulang sbnrnya trjadi"
"1253,positive,salah simple hasil luarbiasa tidak aneh critical acclaim"
"1254,positive,bahagia bagus tonton tugas guru guru bagus"
"1256,positive,kartini bagus banget belah menang arti resah tonton"
